,summarization
618,"Great little hotel which has great value. Breakfast is included in the price and is very good. We had food in the restaurant one evening and despite being the only ones there, the food was very good!"
619,"The hotel represents excellent value at around 20 pounds per night. If you are used to 3 star European hotels you may be a little disappointed with the first impression, but things are different in India."
620,Stayed at the hotel with wife and 3 year old and got a king size bed as asked for. Room was a decent size and quality was ok without being extraordinary. For food we ate at Pizza Hut round the corner but beware of taxi drivers in the area.
621,"We booked our stay at Hotel Clark International before we left home. The drawbacks were that there was construction happening on the rooftop which woke us up in the a.m., they tried to charge us for items n the fridge we didn't drink, and phone calls were pricey."
622,"We booked (and prepaid) via Expedia a premium room. The bed was awesomely comfortable, the room, (on the 3rd floor) was clean, neat and modern. Watch out for the high alcholic content of the Kingfisher beer however!"
623,"I booked the Hotel for a stopover before my international flight. The room was nice and clean, but the bathroom although clean was a bit run down. The food at the restaurant was ok and the breakfast, although simple, was ok too."
624,"Staff were always welcoming and there was a real sense of safety. Breakfast is served in the rooftop restaurant and is included in the price. The hotel is situated in a busy shopping area with coffee shops, Pizza Hut and McDonalds nearby."
625,"I had a few occasions to stay at the hotel once in sept 2008 and once more in nov 2008. The things i really liked : room ambience, room cleanliness, hospitable staff, top floor open air restaurant, proximity to market place and metro station, food(taste). the let downs: room service - sometimes took ages, food was little spicy, lack of variety in food choices, AC- almost non functional, room size, tv(still CRT) in some rooms."
626,Theed in a great spot right close to the Coroba market. Free WiFi and a conference room where we were abl eto use it all day for interviewing stayy.
627,"Mrs. Bhattacharyyaapr1_63@hotmail.com stayed at Hotel Clark International at the at the beginning, middle and end of our trip at New Delhi. We thoroughly enjoyed our stay at the Hotel especially because of the very friendly, accomodating and warm behaviour of the Hotel Staff."
628,"Hotel failed to pick us up at the airport when we arrived at 6.15 AM, but claimed that the hotel boy had been there and that we just hadent spotted him. Hotel was definately the most expensive we stayed in during our 16-day India tour."
629,"I booked the Hotel Clark International directly via their website. The hotel requested my credit card information for a confirmed reservation. When we arrived in Delhi from the airport at 1:30 am we were told the hotel did not have a room for us, the hotel was fully booked. The Hotel Surya was awful... We were so tired from the flight and it was in the middle of the night we just slept in the room in our sleep sacks. I could not recommend them due to this poor customer service."
630,"We spent 5 nights in total over 2 different periods at the hotel. We stayed in an Executive room though we were upgraded free of charge to a Premium room for one night. We paid £86 per night for the Executive room. This includes airport pick up, breakfast and complimentary wi-fi. The room was of reasonable size and very clean."
631,"The so called romantic roof terrace restaurant did not serve wine. The roof of same is lined with bamboo, above which numerous pigeons reside. Only one of our party was sick over a five day period."
632,"Our room was very small with a heater and A/C unit that looked like they were made 50 years ago. Staff were not friendly but capable enough. They organised a free pick up from the airport, but this was a dusty 15 year old tiny car."
